City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,cape coast,5.1053,-1.2466,23.06,93,98,3.05,GH,1691379424
356,madang,-5.2246,145.7966,28.12,70,84,3.73,PG,1691379424
357,pavlovo,55.9686,43.0912,20.97,74,0,2.8,RU,1691379424
358,noumea,-22.2763,166.4572,22.99,67,53,6.51,NC,1691378829
359,mar del plata,-38.0023,-57.5575,10.05,75,0,8.23,AR,1691379425
360,ernee,48.2976,-0.9314,11.75,95,1,2.34,FR,1691379426
361,sibut,5.718,19.0739,20.73,98,100,0.88,CF,1691379426
362,balabac,7.9868,117.0645,30.37,69,32,6.19,PH,1691379426
363,fort mcmurray,56.7268,-111.381,18.77,72,20,2.06,CA,1691379427
364,margate,51.3813,1.3862,13.72,82,3,2.68,GB,1691379427
365,luganville,-15.5333,167.1667,24.95,74,62,4.64,VU,1691379428
366,tangalle,6.024,80.7911,31.09,66,85,6.81,LK,1691379428
367,pervomayskoye,43.919,46.7102,30.73,47,0,6.24,RU,1691379429
368,carlsbad,33.1581,-117.3506,23.66,88,100,3.09,US,1691379429
369,aquidauana,-20.4711,-55.7872,25.96,31,99,1.81,BR,1691379429
370,rzhaksa,52.1338,42.0264,21.18,63,0,4.92,RU,1691379429
371,magdagachi,53.45,125.8,28.06,23,50,2.63,RU,1691379430
372,ust'-uda,54.1742,103.0304,19.56,75,91,2.83,RU,1691379431
373,argostolion,38.1811,20.489,24.3,74,10,2.41,GR,1691379431
374,patacamaya,-17.2333,-67.9167,7.15,43,53,2.4,BO,1691379431
375,male,4.1748,73.5089,29.97,74,75,4.63,MV,1691379431
376,tralee,52.2704,-9.7026,10.92,86,100,1.78,IE,1691379432
377,kingscliff,-28.2667,153.5667,20.43,60,40,6.17,AU,1691379432
378,qarqaraly,49.4058,75.4742,21.56,55,12,1.74,KZ,1691379432
379,sparti,37.0733,22.4297,21.64,69,0,2.12,GR,1691379432
380,urengoy,65.9667,78.3667,23.36,39,0,4.9,RU,1691379433
381,xining,36.6167,101.7667,22.15,46,0,0.68,CN,1691379433
382,mbanza kongo,-6.267,14.2401,20.62,77,87,1.9,AO,1691379433
383,dakhla,23.6848,-15.958,19.51,93,2,4.41,EH,1691379434
384,ladyzhyn,48.685,29.2368,18.45,89,18,5.81,UA,1691379434
385,kuusamo,65.9667,29.1833,15.3,78,90,4.65,FI,1691379435
386,smirnykh,49.75,142.8333,24.01,38,0,2.06,RU,1691379435
387,bir el hafey,34.9321,9.1932,22.46,68,0,0.5,TN,1691379435
388,mendefera,14.8872,38.8153,15.6,89,15,0.15,ER,1691379436
389,kapa'a,22.0752,-159.319,29.18,76,20,6.17,US,1691379436
390,wynyard,-41.0,145.7167,12.25,62,26,2.33,AU,1691379436
391,ashland,40.8167,-82.2665,21.26,90,24,2.97,US,1691379436
392,itaituba,-4.2761,-55.9836,26.62,60,60,0.56,BR,1691379437
393,as sulayyil,20.4607,45.5779,31.14,11,2,4.48,SA,1691379437
394,korla,41.7597,86.1469,34.82,15,59,8.08,CN,1691379318
395,ugoofaaru,5.6667,73.0,28.17,75,97,6.37,MV,1691379437
396,cabedelo,-6.9811,-34.8339,24.37,83,37,5.36,BR,1691379438
397,taoudenni,22.6783,-3.9836,37.26,11,22,7.1,ML,1691379439
398,chignahuapan,19.8333,-98.0333,13.61,95,75,0.7,MX,1691379439
399,muriti,-1.9833,32.9167,22.01,63,96,8.67,TZ,1691379439
400,el charco,2.4769,-78.1105,24.67,92,100,1.59,CO,1691379440
401,jutai,-5.1833,-68.9,24.26,82,96,0.95,BR,1691379440
402,arkhangel'sk,64.5401,40.5433,15.69,80,86,2.77,RU,1691379440
403,victorica,-36.2151,-65.4359,9.32,25,0,4.65,AR,1691379441
404,gazli,40.1333,63.45,30.61,25,3,4.86,UZ,1691379441
405,oruro,-17.9833,-67.15,3.8,32,29,1.57,BO,1691379441
406,murray bridge,-35.1167,139.2667,14.63,54,50,1.58,AU,1691379441
407,yayva,59.3303,57.2641,21.77,78,5,3.35,RU,1691379442
408,farah,32.5,62.5,30.28,21,0,8.68,AF,1691379442
409,diok'nisi,41.6293,42.3917,24.78,62,0,0.83,GE,1691379442
410,fonte boa,-2.4959,-66.2662,25.71,78,97,1.48,BR,1691379443
411,valera,9.3178,-70.6036,23.84,81,85,2.71,VE,1691379443
412,bandar seri begawan,4.9403,114.9481,29.99,79,75,5.81,BN,1691379444
413,luderitz,-26.6481,15.1594,15.69,65,0,4.32,NA,1691379444
414,sisimiut,66.9395,-53.6735,7.74,76,56,0.6,GL,1691379444
415,wellington,-41.2866,174.7756,13.92,89,75,7.2,NZ,1691378803
416,morigaon,26.3796,92.3415,25.79,95,100,2.35,IN,1691379445
417,banff,51.1762,-115.5698,15.57,94,97,0.51,CA,1691379445
418,paka,4.6374,103.4368,30.96,74,40,2.06,MY,1691379445
419,arkalyk,50.2486,66.9114,24.83,48,33,4.28,KZ,1691379446
420,pandan,14.0453,124.1694,32.25,64,51,4.7,PH,1691379446
421,sechelt,49.4664,-123.7694,22.4,82,72,1.43,CA,1691379446
422,road town,18.4167,-64.6167,29.05,81,52,9.96,VG,1691379447
423,parham,17.0968,-61.7705,27.83,56,75,2.06,AG,1691379447
424,bathurst,-33.4166,149.5806,16.65,46,22,1.34,AU,1691379448
425,mugia,43.1041,-9.2179,17.17,75,2,10.49,ES,1691379449
426,hwange,-18.3693,26.5019,13.75,76,6,1.27,ZW,1691379449
427,edd,13.9297,41.6925,33.36,58,38,1.26,ER,1691379449
428,bardai,11.65,7.2333,20.87,93,99,3.55,NG,1691379449
429,howrah,22.5892,88.3103,28.0,89,100,2.06,IN,1691379450
430,abingdon,51.6711,-1.2828,11.18,93,1,1.03,GB,1691379450
431,namibe,-15.1961,12.1522,17.66,78,0,1.85,AO,1691379450
432,bleckede,53.3,10.7333,14.51,89,100,5.22,DE,1691379450
433,kamen'-na-obi,53.7884,81.3423,22.88,37,0,3.54,RU,1691379451
434,lompoc,34.6391,-120.4579,24.08,94,100,2.06,US,1691379451
435,sola,-13.8833,167.55,27.37,74,75,3.09,VU,1691379451
436,vigan,17.5747,120.3869,30.52,73,97,7.84,PH,1691379452
437,codrington,-38.2667,141.9667,13.67,63,6,2.14,AU,1691379452
438,sitka,57.0531,-135.33,16.94,82,100,3.09,US,1691379453
439,mitu,1.1983,-70.1733,21.65,98,81,0.67,CO,1691379453
440,preobrazheniye,42.9019,133.9064,20.81,68,89,7.08,RU,1691379454
441,fort bragg,35.139,-79.006,27.85,80,75,4.63,US,1691379454
442,sao vicente,-23.9631,-46.3919,26.26,26,0,2.04,BR,1691379454
443,richards bay,-28.783,32.0377,14.46,83,0,1.81,ZA,1691379455
444,santa ana,33.7456,-117.8678,28.36,83,20,3.6,US,1691379455
445,monticello,45.3055,-93.7941,20.19,94,100,0.0,US,1691379455
446,hashtpar,37.8008,48.9037,29.5,51,5,0.89,IR,1691379456
447,saint-paul,-21.0096,55.2707,21.06,90,30,0.45,RE,1691379456
448,tura,25.5198,90.2201,24.23,98,100,2.23,IN,1691379457
449,bamboo flat,11.7,92.7167,30.05,79,40,6.17,IN,1691379457
450,mombasa,-4.0547,39.6636,22.23,94,20,3.09,KE,1691379457
451,katsuren-haebaru,26.3369,127.8719,28.21,89,100,9.26,JP,1691379458
452,aras-asan,8.8908,126.3033,30.55,61,82,1.77,PH,1691379458
453,libreville,0.3925,9.4537,24.01,83,40,3.09,GA,1691379458
454,kralendijk,12.15,-68.2667,28.99,84,30,7.2,BQ,1691379459
455,shohimardon,39.9839,71.8028,18.43,75,100,1.61,UZ,1691379460
456,dunedin,-45.8742,170.5036,6.22,88,93,6.83,NZ,1691379288
457,sabang,5.8933,95.3214,28.33,74,100,7.93,ID,1691379460
458,la sarre,48.8002,-79.1996,15.27,62,100,1.95,CA,1691379461
459,vallenar,-28.5708,-70.7581,16.75,55,100,0.35,CL,1691379461
460,kenai,60.5544,-151.2583,16.05,96,100,3.6,US,1691379461
461,semey,50.4111,80.2275,21.12,73,0,2.0,KZ,1691379462
462,bloomfield,40.8068,-74.1854,24.81,74,0,4.12,US,1691379462
463,solnechnyy,50.7214,136.6319,26.69,25,0,2.8,RU,1691379462
464,nova sintra,14.8667,-24.7167,22.79,81,96,4.35,CV,1691379463
465,saudarkrokur,65.7461,-19.6394,9.42,87,77,0.92,IS,1691379463
466,torbat-e heydariyeh,35.274,59.2195,25.36,33,0,4.67,IR,1691379463
467,salekhard,66.53,66.6019,23.96,49,0,0.6,RU,1691379463
468,mil'kovo,55.6078,37.7956,22.28,75,0,4.62,RU,1691379464
469,kruisfontein,-34.0033,24.7314,10.65,85,18,2.43,ZA,1691379464
470,tokmok,42.8417,75.3016,26.09,36,100,0.33,KG,1691379464
471,josenii bargaului,47.2167,24.6833,12.97,98,100,3.1,RO,1691379465
472,gjovik,60.7947,10.6929,12.89,95,100,5.24,NO,1691379466
473,mount isa,-20.7333,139.5,24.87,27,0,5.66,AU,1691379466
474,revda,56.801,59.9303,19.32,88,38,2.12,RU,1691379466
475,firuzabad,28.8438,52.5707,30.6,26,4,1.54,IR,1691379467
476,tual,-5.6667,132.75,25.52,80,12,9.66,ID,1691379467
477,priob'ye,62.5206,65.5964,22.99,47,18,1.35,RU,1691379468
478,xaltianguis,17.0667,-99.8333,25.73,91,46,1.2,MX,1691379469
479,valencia,39.3333,-0.8333,22.17,94,1,1.12,ES,1691379469
480,diapaga,12.0708,1.7889,22.72,97,100,2.13,BF,1691379469
481,kill devil hills,36.0307,-75.676,26.01,87,0,4.63,US,1691379469
482,bikenibeu village,1.3673,173.1241,30.98,70,40,3.09,KI,1691379470
483,tilaran,10.4703,-84.9671,23.93,91,100,3.01,CR,1691379470
484,porto novo,6.4965,2.6036,24.9,90,100,3.55,BJ,1691379249
485,saint-felicien,48.6501,-72.4491,15.38,88,0,1.54,CA,1691379470
486,gnarrenburg,53.3833,9.0,15.04,93,100,4.74,DE,1691379471
487,truth or consequences,33.1284,-107.2528,36.13,15,0,3.09,US,1691379471
488,zarah sharan,33.1467,68.7917,23.5,23,0,2.35,AF,1691379471
489,knysna,-34.0363,23.0471,11.86,72,0,2.26,ZA,1691379472
490,vorkuta,67.5,64.0,19.85,82,100,2.16,RU,1691379472
491,hotan,37.0997,79.9269,27.3,33,81,6.14,CN,1691379260
492,sao tome,0.3365,6.7273,23.51,79,94,2.65,ST,1691379473
493,phang nga,8.4509,98.5298,30.02,63,97,2.81,TH,1691379473
494,langnau,46.9394,7.7874,10.4,95,87,1.89,CH,1691379474
495,kaa-khem,51.6833,94.7333,22.76,51,39,1.66,RU,1691379474
496,menongue,-14.6585,17.691,8.43,56,0,1.73,AO,1691379474
497,lagunillas,10.1301,-71.2595,28.35,73,84,1.38,VE,1691379475
498,celendin,-6.8703,-78.1517,11.39,86,16,1.46,PE,1691379475
499,tamanrasset,22.785,5.5228,27.95,28,20,1.03,DZ,1691379475
500,okha,53.5739,142.9478,22.97,45,11,4.78,RU,1691379476
501,buta,2.7858,24.73,21.19,99,86,0.92,CD,1691379476
502,abu jibeha,11.4562,31.2285,22.1,79,85,0.76,SD,1691379476
503,ma'an,26.9775,110.7211,31.8,63,71,1.93,CN,1691379476
504,gobernador galvez,-33.0302,-60.6405,14.95,50,0,6.69,AR,1691379477
505,makokou,0.5738,12.8642,20.15,95,92,1.44,GA,1691379477
506,bahula,23.6518,87.1647,26.95,94,100,1.54,IN,1691379477
507,sassandra,4.95,-6.0833,22.84,93,93,2.15,CI,1691379478
508,tianshui,34.5439,105.6897,23.41,56,100,0.51,CN,1691379478
509,igrim,63.1906,64.4162,22.69,57,50,1.92,RU,1691379478
510,bandon,51.7469,-8.7425,11.77,82,100,1.68,IE,1691379479
511,lata,40.1629,-8.3327,17.26,42,0,1.97,PT,1691379479
512,damara,4.9608,18.7035,20.49,97,91,0.93,CF,1691379479
513,borovskoy,53.8,64.15,22.37,72,97,3.89,KZ,1691379480
514,xinmin,41.9908,122.8253,26.27,61,7,3.27,CN,1691379480
515,lensk,60.7253,114.9278,26.47,56,48,2.74,RU,1691379245
516,carloforte,39.145,8.3058,22.61,62,1,8.46,IT,1691379481
517,olyokminsk,60.3736,120.4264,29.87,39,97,0.82,RU,1691379481
518,egilsstadir,65.2653,-14.3948,1.95,100,100,0.51,IS,1691379482
519,holualoa,19.6228,-155.9522,26.91,75,40,4.63,US,1691379482
520,sandnessjoen,66.0217,12.6316,12.06,87,75,4.63,NO,1691379483
521,island harbour,50.724,-1.2758,13.29,94,0,0.45,GB,1691379483
522,sabha,27.0377,14.4283,27.46,35,0,6.97,LY,1691379483
523,lakhnadon,22.6,79.6,25.72,78,92,7.22,IN,1691379484
524,mahdia,35.5047,11.0622,25.97,58,0,5.89,TN,1691379484
525,dumai,1.6833,101.45,31.82,58,43,1.61,ID,1691379484
526,juneau,58.3019,-134.4197,24.0,100,75,3.09,US,1691379484
527,amqui,48.4638,-67.4313,12.56,99,49,1.54,CA,1691379485
528,walvis bay,-22.9575,14.5053,12.53,87,0,1.03,NA,1691379486
529,hilo,19.7297,-155.09,27.85,76,0,3.09,US,1691379486
530,brownfield,33.1812,-102.2744,26.48,44,51,8.62,US,1691379486
531,bugana,7.9992,7.5836,22.74,96,100,1.23,NG,1691379487
532,gujar khan,33.2558,73.3026,29.19,57,7,3.64,PK,1691379488
533,callao,-12.0667,-77.15,20.4,77,100,5.66,PE,1691379488
534,moroni,-11.7022,43.2551,24.0,69,20,1.03,KM,1691379198
535,turuntayevo,52.2,107.6167,22.05,81,100,1.69,RU,1691379489
536,artigas,-30.4,-56.4667,20.26,66,40,3.44,UY,1691379489
537,ad dilam,23.9915,47.1627,32.23,24,6,2.91,SA,1691379489
538,hazorasp,41.3194,61.0742,24.91,29,1,3.84,UZ,1691379489
539,at taj,24.2049,23.2857,30.09,21,100,4.67,LY,1691379490
540,mount gambier,-37.8333,140.7667,14.4,53,7,1.62,AU,1691379215
541,belozersk,60.0326,37.7957,20.36,88,0,2.94,RU,1691379490
542,mabopane,-25.4977,28.1007,9.26,37,0,1.27,ZA,1691379490
543,soe,-9.8607,124.284,24.43,45,7,5.44,ID,1691379491
544,impfondo,1.6381,18.0667,21.9,98,100,0.67,CG,1691379491
545,borogontsy,62.6683,131.1683,22.55,32,8,2.66,RU,1691379491
546,ilam,26.9167,87.9167,23.41,88,100,1.32,NP,1691379491
547,ishigaki,24.3448,124.1572,33.07,70,40,4.12,JP,1691379492
548,roma,43.2128,-75.4557,22.15,71,0,3.09,US,1691379492
549,wuhai,39.6647,106.8122,32.87,25,4,4.96,CN,1691379492
